,Title,Published_date,Views,Likes,Favorites,Comments,Month
735,Sunday Suspense Full Episode | Lukono Trunk | Dipanwita Roy | Mirchi Bangla,2025-03-20,242749,4036,0,234,Mar
736,"কৃষ্ণচূড়া আসছে, এই শুক্রবার #FridayClassics-এ !  #shorts #trending",2025-03-20,13541,1025,0,20,Mar
737,Pratham Aalo | Part 2 | Sunil Gangopadhyay | Golpo Goldmine | Mirchi Bangla | Episode 1,2025-03-20,38046,1155,0,102,Mar
738,Hotel Elgin Inn | Jongoler Poth | Bengali Drama Story | Mirchi Bangla | EP 5,2025-03-19,18458,495,0,18,Mar
739,এই রবিবার সব হিসেব বুঝে নেবে কঙ্কাবতী ! #shorts #mirchibangla,2025-03-19,9777,753,0,67,Mar
740,Bharat Prem Katha | Bhrigu o Puloma | Times of Puraan | Mirchi Bangla | Episode 14,2025-03-19,10899,401,0,23,Mar
741,তুমি কোন টিম- #TeamChaa নাকি #TeamCoffee? Comment Below 👇🏼👇🏼,2025-03-19,11355,612,0,31,Mar
742,Shurur Shesh | Zidd | Bengali Historical Drama | Mirchi Bangla | EP 8,2025-03-19,4424,136,0,4,Mar
743,"এই রবিবার ঠাকুর আসছেন, সনৎ ঠাকুর। #shorts",2025-03-19,8761,453,0,26,Mar
744,"Listen to Mirchi Originals Story, Hotel Elgin Inn exclusively on the #MirchiBangla Youtube Channel !",2025-03-19,5814,205,0,3,Mar
745,Hotel Elgin Inn | Pathari Station | Bengali Drama Story | Mirchi Bangla | EP 4,2025-03-18,19595,530,0,13,Mar
746,Haar Heem Horror | Season 3 | Shesh Yatra | Bangla Horror Story | Mirchi Bangla,2025-03-18,27366,924,0,33,Mar
747,Things only #Abhinetris say ft. @mirchiayantika 🍃#shorts,2025-03-18,20438,790,0,15,Mar
748,নমস্কার। অধমের নাম...সত্যান্বেষীকে এত ভালোবাসা দেওয়ার জন্য অনেক অনেক ধন্যবাদ। #audiodrama #shorts,2025-03-18,26187,3127,0,118,Mar
749,Pratham Aalo | Pratham Khando |  Phirey Dekha | Sunil Gangopadhyay | Golpo Goldmine | Mirchi Bangla,2025-03-18,31518,867,0,110,Mar
750,Shurur Shesh | Jibon-Mrityu | Bengali Historical Drama | Mirchi Bangla | EP 7,2025-03-18,5033,144,0,5,Mar
751,Hotel Elgin Inn | Hotat Train Theme Jaye | Bengali Drama Story | Mirchi Bangla | EP 3,2025-03-17,19863,573,0,14,Mar
752,Bharat Prem Katha | Anal o Bhaswati | Times of Puraan | Mirchi Bangla | Episode 13,2025-03-17,10237,377,0,27,Mar
753,Sunday Suspense | Jadukar Satyacharan O Dabar Chhok | Himadri Kishore Dasgupta | Mirchi Bangla,2025-03-16,398628,9045,0,498,Mar
754,Sunday Suspense Classics | Ruddhaswash | Se Achhe | Baisali Dasgupta Nandi | Mirchi Bangla,2025-03-15,277865,4897,0,154,Mar
755,Compass | Smaranjit Chakraborty | Golpo Goldmine | Mirchi Bangla | Episode 06,2025-03-15,37356,1538,0,203,Mar
756,Knock Knock Part 2 ft. Mirchi Agni 🤪 #shorts #comedy,2025-03-14,9878,474,0,10,Mar
757,Robinson Crusoe | Daniel Defoe | World Classics | Mirchi Bangla,2025-03-14,565419,10143,0,500,Mar
758,তোমরা কোন তিনটি জিনিস নিয়ে যাবে নির্জন কোনো দ্বীপে ? জানাও আমাদের comments-এ ! #shorts,2025-03-14,4925,324,0,6,Mar
759,"এ নয় মিথ্যে, এ নয় বোগাস এটাই আসল হোকাস পোকাস! #SundaySuspense #MirchiBangla #Gaana",2025-03-14,8037,340,0,20,Mar
760,Haar Heem Horror | Season 3 | Tnetul Pata | Bangla Horror Story | Mirchi Bangla,2025-03-14,25936,870,0,37,Mar
761,Abak Cha Paan | Ullas Mallick | Friday Classics | Mirchi Bangla,2025-03-14,244855,6307,0,278,Mar
762,Love Story Back to Back | Bangla Love Story | Prem Square | Mirchi Bangla,2025-03-13,43374,940,0,27,Mar
763,Sunday Suspense Full Episode | Pashaner Khudha | Gajendra Kumar Mitra | Mirchi Bangla,2025-03-13,215189,3321,0,70,Mar
764,"গল্প নয়, সত্যি ঘটনা, বিডন স্ট্রিট হত্যা রহস্য, সগৌরবে চলছে মির্চি বাংলায় ! #shorts",2025-03-13,12996,842,0,20,Mar
765,Compass | Smaranjit Chakraborty | Golpo Goldmine | Mirchi Bangla | Episode 05,2025-03-13,34243,1171,0,71,Mar
766,Hotel Elgin Inn | Miss D'Souza-r Shotto Gopon-er Chesta | Bengali Drama Story | Mirchi Bangla | EP 2,2025-03-12,19519,512,0,9,Mar
767,Bharat Prem Katha | Ruru o Promodvara | Times of Puraan | Mirchi Bangla | Episode 12,2025-03-12,11107,403,0,12,Mar
768,‘লন্ডনে ফেলুদা’র পর এবার ব্যোমকেশ কাহিনী ‘বেণীসংহার’-এ ডাক্তারের চরিত্রে ডক্টর কৌশিক লাহিড়ী।,2025-03-12,20195,1012,0,12,Mar
769,Hotel Elgin Inn | Ekta Bristi Bheja Din | Bengali Drama Story | Mirchi Bangla | EP 1,2025-03-11,31735,1021,0,37,Mar
770,Haar Heem Horror | Season 3 | Mess Barir Golpo Part 4 | Bangla Horror Story | Mirchi Bangla,2025-03-11,22674,775,0,36,Mar
771,"#MirchiGolpoGoldmine-এ শুনুন স্মরণজিৎ চক্রবর্তীর লেখা, কম্পাস ! #shorts",2025-03-11,3584,305,0,6,Mar
772,Compass | Smaranjit Chakraborty | Golpo Goldmine | Mirchi Bangla | Episode 04,2025-03-11,46026,1357,0,79,Mar
773,অগ্নি হঠাৎ চন্দন সেনের ছবি তুলতে চাইছে কেন?,2025-03-10,23038,1197,0,14,Mar
774,Bharat Prem Katha | Galob o Madhabi | Times of Puraan | Mirchi Bangla | Episode 11,2025-03-10,11869,416,0,19,Mar
775,Sunday Suspense | Byomkesh Bakshi | Benisanghar | Saradindu Bandyopadhyay | Mirchi Bangla,2025-03-09,1869893,28517,0,1873,Mar
776,Sunday Suspense Classics | Rhyme | Sayak Aman | Mirchi Bangla,2025-03-08,510415,10385,0,408,Mar
777,বেণীমাধব চক্রবর্তী খুন হয়েছেন। তাঁর পরিবারের লোকজন বড় অদ্ভুত। সত্যান্বেষী কি পারবেন খুনি কে খুঁজতে?,2025-03-08,12140,1008,0,66,Mar
778,Compass | Smaranjit Chakraborty | Golpo Goldmine | Mirchi Bangla | Episode 03,2025-03-08,46371,1445,0,59,Mar
779,সিন্ডারেলা | CINDERELLA Story in Bangla | Bengali Fairy Tales Cartoon | Mirchi Bangla,2025-03-07,17623,596,0,67,Mar
780,Haar Heem Horror | Season 3 | Shobdeho | Bangla Horror Story | Mirchi Bangla,2025-03-07,26465,887,0,25,Mar
781,ব্যোমকেশ কাহিনী ‘বেণীসংহার’-এ অভিনয় করতে এসে সৌভিক গুহ সরকার হঠাৎ গান গাইতে শুরু করলেন কেন?,2025-03-07,14517,964,0,17,Mar
782,Abhinetri | Narendranath Mitra | Friday Classics | Mirchi Bangla,2025-03-07,239057,5306,0,128,Mar
783,Prem Up Season 2 is now streaming on Mirchi Bangla Youtube Channel and Gaana App! #shorts,2025-03-07,3736,233,0,2,Mar
784,Listen to White Nights streaming exclusively on #MirchiBangla Youtube Channel and #Gaana App.,2025-03-06,2727,162,0,1,Mar
785,জন্মদিন বলে একী করলেন The Count Of সত্যান্বেষী?,2025-03-06,24129,2331,0,47,Mar
786,Sunday Suspense Full Episode | Kakababu | Rajbarir Rahasya | Sunil Gangopadhyay | Mirchi Bangla,2025-03-06,343397,5926,0,200,Mar
787,"সত্যান্বেষী কি পারবেন এই রহস্য সমাধান করতে?’বেণীসংহার' আসছে এই রবিবার, সানডে সাসপেন্সে। #shorts",2025-03-06,11955,1145,0,46,Mar
788,Prem Up Season 2 | Episode 5 | Bangla Romantic Story |  Mirchi Bangla Originals,2025-03-06,25485,889,0,107,Mar
789,Compass | Smaranjit Chakraborty | Golpo Goldmine | Mirchi Bangla | Episode 02,2025-03-06,43764,1281,0,54,Mar
790,"সত্যান্বেষী কোন গল্পে ফিরছেন এই রবিবার, সানডে সাসপেন্সে ? #shorts",2025-03-06,5861,462,0,37,Mar
791,Knock Knock ft. Mirchi Agni #shorts #trendingshorts,2025-03-06,15116,977,0,14,Mar
792,Shurur Shesh | Taufiq | Bengali Historical Drama | Mirchi Bangla | EP 6,2025-03-06,5660,166,0,7,Mar
793,এই রবিবারের ব্যোমকেশ কাহিনীতে একটি গুরুত্বপূর্ণ ভূমিকায় অভিনয় করবেন তৃণাঞ্জনা দাস। #shorts,2025-03-05,16075,1043,0,16,Mar
794,"শুনুন রবীন্দ্রনাথ ঠাকুরের লেখা গল্প দেনা পাওনা, শুধুমাত্র #MirchiBangla Youtube Channel!",2025-03-05,2688,179,0,1,Mar
795,Bharat Prem Katha | Basuraj o Girika | Times of Puraan | Mirchi Bangla | Episode 10,2025-03-05,12875,446,0,23,Mar
796,Prem Up Season 2 | Episode 4 | Bangla Romantic Story |  Mirchi Bangla Originals,2025-03-05,23438,715,0,70,Mar
797,ব্যোমকেশ কাহিনীতে সুনয়না ভৌমিক অভিনয় করে যাওয়ার পর অগ্নির এইরকম অবস্থা হল কেন? #shorts,2025-03-05,22007,1523,0,34,Mar
798,What happens when Ritam meets Ankita? Will Ritam fall in love again?,2025-03-04,3569,206,0,8,Mar
799,Prem Up Season 2 | Episode 3 | Bangla Romantic Story |  Mirchi Bangla Originals,2025-03-04,28517,764,0,50,Mar
800,Haar Heem Horror | Season 3 | Mess Barir Golpo Part 3 | Bangla Horror Story | Mirchi Bangla,2025-03-04,21423,697,0,22,Mar
801,রেকর্ডিং-এর সময় ব্যোমকেশ 'গৌরব' বক্সী হঠাৎ পরিচালকের ওপর রেগে গেলেন কেন?,2025-03-04,22137,1917,0,69,Mar
802,Compass | Smaranjit Chakraborty | Golpo Goldmine | Mirchi Bangla | Episode 01,2025-03-04,74116,1982,0,98,Mar
803,'মগ্নমৈনাক'-এর পর আবার ব্যোমকেশ কাহিনীতে অভিনেত্রী সুদীপা বসু।,2025-03-04,10591,858,0,15,Mar
804,"তিনি ফিরছেন, এই রবিবার…সবাই তৈরি তো ? #shorts #byomkesh",2025-03-03,24599,2377,0,199,Mar
805,Bharat Prem Katha | Sangbaran o Tapati | Times of Puraan | Mirchi Bangla | Episode 09,2025-03-03,15078,497,0,22,Mar
806,Prem Up Season 2 | Episode 2 | Bangla Romantic Story |  Mirchi Bangla Originals,2025-03-03,30338,760,0,50,Mar
807,শেখর কি কোনো খুনের প্ল্যান করছে ?,2025-03-03,9598,588,0,19,Mar
808,Sunday Suspense | Beadon Street Hatya Rahasya | Goyendapeeth Lalbazar | True Crime | Mirchi Bangla,2025-03-02,767141,14414,0,953,Mar
809,Sunday Suspense Classics | Kuasha | Nihar Ranjan Gupta | Mirchi Bangla,2025-03-01,453071,8212,0,173,Mar
810,Haar Heem Horror’s Maha Episode: Prem Game is now streaming! #shorts,2025-03-01,9160,473,0,8,Mar
811,Aranyer Dinratri | Sunil Gangopadhyay | Golpo Goldmine | Mirchi Bangla | Episode 06,2025-03-01,86144,2486,0,173,Mar
812,"এই সপ্তাহে সানডে সাসপেন্সে শুনুন বিডন স্ট্রিট হত্যা রহস্য, রবিবার ঠিক দুপুর ১ টায় !",2025-02-28,13359,699,0,21,Feb
813,White Nights | Fyodor Dostoevsky | World Classics | Mirchi Bangla,2025-02-28,125453,3269,0,290,Feb
814,Haar Heem Horror | Maha Episode | Season 3 | Prem Game | Bangla Horror Story | Mirchi Bangla,2025-02-28,44677,1002,0,81,Feb
815,Prem Up Season 2 | Episode 1 | Bangla Romantic Story |  Mirchi Bangla Originals,2025-02-28,57464,1225,0,70,Feb
816,"প্রেমের মাসে, #MirchiOriginals-এ আসছে, #PremUp Season 2!",2025-02-28,2845,204,0,2,Feb
817,Dena Paona | Rabindranath Tagore | Friday Classics | Mirchi Bangla,2025-02-28,381240,8796,0,259,Feb
818,Sunday Suspense Full Episode | Himachal-er Heyali | Saikat Mukhopadhyay | Mirchi Bangla,2025-02-27,262372,4369,0,172,Feb
819,"এই সপ্তাহে সানডে সাসপেন্সে আসছে হাড় হিম করা Murder Mystery, Beadon Street হত্যা রহস্য!",2025-02-27,8308,582,0,12,Feb
820,RAPUNZEL Story in Bangla | র‍্যাপুঞ্জেল | Bengali Fairy Tales Cartoon | Mirchi Bangla,2025-02-27,21239,718,0,103,Feb
821,"#WorldClassics-এ, নামহীন নায়ক? কী হবে এবার?",2025-02-27,12698,553,0,14,Feb
822,Aranyer Dinratri | Sunil Gangopadhyay | Golpo Goldmine | Mirchi Bangla | Episode 05,2025-02-27,78610,2353,0,95,Feb
823,"প্রেমের মাসে, #MirchiOriginals-এ আসছে, #PremUp Season 2! শুনতে ভুলবেন না!",2025-02-27,15696,840,0,10,Feb
824,Rwitobroto recording na kore chole gelo kyano? Ki mushkil bolun toh! #shorts,2025-02-26,11866,745,0,13,Feb
825,Bharat Prem Katha | Agni o Swaha | Times of Puraan | Mirchi Bangla | Episode 08,2025-02-26,15530,549,0,25,Feb
826,"#FridayClassics-এ শুনুন, সত্যজিৎ রায়ের লেখা মানপত্র! #shorts",2025-02-26,4268,314,0,7,Feb
827,Check out Syed Mustafa  Siraj’s Jyotsnaye Mrityur Ghraan exclusively on Mirchi Bangla!,2025-02-25,4368,306,0,2,Feb
828,"Murder Mystery na Horror, which one is your favourite? #shorts #mirchibangla",2025-02-25,7458,411,0,35,Feb
829,Haar Heem Horror | Season 3 | Peyaj Bhoot | Bangla Horror Story | Mirchi Bangla,2025-02-25,23018,773,0,60,Feb
830,"#MirchiGolpoGoldmine-এর নিবেদন, সুনীল গঙ্গোপাধ্যায়ের কালজয়ী উপন্যাস, অরণ্যের দিন রাত্রি!",2025-02-25,5954,513,0,10,Feb
831,Aranyer Dinratri | Sunil Gangopadhyay | Golpo Goldmine | Mirchi Bangla | Episode 04,2025-02-25,96232,2595,0,114,Feb
832,"প্রেমের মাসে, #MirchiOriginals-এ আসছে, #PremUp Season 2! শুনতে ভুলবেন না!",2025-02-25,5685,444,0,11,Feb
833,Shurur Shesh | Indropoton | Bengali Historical Drama | Mirchi Bangla | EP 5,2025-02-25,7642,199,0,9,Feb
834,এই সপ্তাহে সানডে সাসপেন্সে…..#sundaysuspense #mirchibangla #gaana,2025-02-24,8590,557,0,40,Feb
835,Bharat Prem Katha | Bhaskar o Pritha | Times of Puraan | Mirchi Bangla | Episode 07,2025-02-24,18585,547,0,30,Feb
836,Sunday Suspense | Ghost Story | Jyotsnaye Mrityur Ghraan | Syed Mustafa Siraj | Mirchi Bangla,2025-02-23,645260,11827,0,496,Feb
837,মগজাস্ত্রে ভর করে সাত দিনেরও কম সময়ে ‘লন্ডনে ফেলুদা’ ছুঁল এক মিলিয়ন শ্রোতার মন। #shorts,2025-02-23,16254,2430,0,95,Feb
838,Sunday Suspense Classics | Raat Tin-ter Por | Kather Ghora | Sayak Aman | Mirchi Bangla,2025-02-22,243806,4323,0,156,Feb
839,Aranyer Dinratri | Sunil Gangopadhyay | Golpo Goldmine | Mirchi Bangla | Episode 03,2025-02-22,108339,2797,0,97,Feb
840,"Tune in to Pyangla’s Adventures on #SarkariChakri Season 2, streaming now! #shorts",2025-02-21,5795,289,0,1,Feb
841,সাসপেন্সের গন্ধ পাচ্ছে @_rwitobroto_ ? আপনাদের কি মনে হয়?,2025-02-21,15157,939,0,26,Feb
842,Haar Heem Horror | Season 3 | Bijaya | Bangla Horror Story | Mirchi Bangla,2025-02-21,23194,735,0,49,Feb
843,"#MirchiGolpoGoldmine-এর নিবেদন, সুনীল গঙ্গোপাধ্যায়ের লেখা, অরণ্যের দিনরাত্রি !",2025-02-21,12195,926,0,20,Feb
844,Manpatra | Satyajit Ray | Friday Classics | Mirchi Bangla,2025-02-21,133225,3799,0,115,Feb
845,Ki Bhabe Prem Kora Uchit Noy | Bengali Romantic Comedy Story | Mirchi Bangla Originals,2025-02-20,53357,1044,0,71,Feb
846,Sunday Suspense Full Episode | The Adventure of Silver Blaze| Sir Arthur Conan Doyle | Mirchi Bangla,2025-02-20,181071,2646,0,89,Feb
847,কী নিয়ে ঝামেলা বেধেছে Mr.Lockwood আর Heathcliff-এর মধ্যে? #shorts,2025-02-20,26023,1356,0,13,Feb
848,Aranyer Dinratri | Sunil Gangopadhyay | Golpo Goldmine | Mirchi Bangla | Episode 02,2025-02-20,140497,3463,0,96,Feb
849,প্রচেত গুপ্তের লেখা “কথা” আপনারা শুনেছেন #FridayClassics-এ ! #shorts,2025-02-20,5285,516,0,9,Feb
850,Shurur Shesh | Madira | Bengali Historical Drama | Mirchi Bangla | EP 4,2025-02-20,6471,155,0,7,Feb
851,সানডে সাসপেন্সে প্রচারিত লন্ডনে ফেলুদা লন্ডনে বসে শুনেছেন আমাদের এক লন্ডন নিবাসী শ্রোতা নিধি ভাটিয়া,2025-02-19,22726,1735,0,71,Feb
852,What if #Carmilla acted in these movies? #shorts,2025-02-19,13917,706,0,30,Feb
853,Bharat Prem Katha | Utatthya o Chandrayee | Times of Puraan | Mirchi Bangla | Episode 06,2025-02-19,17200,574,0,33,Feb
854,'লন্ডনে ফেলুদা'র বয়স্ক আর তরুণ রঞ্জন মজুমদার এ কার সংলাপ বলছে? #shorts,2025-02-18,24203,1969,0,27,Feb
855,Haar Heem Horror | Season 3 | Bipod-er Setu | Bangla Horror Story | Mirchi Bangla,2025-02-18,26665,835,0,29,Feb
856,Aranyer Dinratri | Sunil Gangopadhyay | Golpo Goldmine | Mirchi Bangla | Episode 01,2025-02-18,275296,6057,0,194,Feb
857,রক্তপিপাসু কার্মীলা এসে গেছে !,2025-02-18,7054,330,0,17,Feb
858,Bharat Prem Katha | Lopita O Mandapal | Times of Puraan | Mirchi Bangla | Episode 05,2025-02-17,20458,646,0,39,Feb
